ax,ay,az,label
3304,13448,9892,
3300,13392,9784,
3300,13404,9764,
3232,13448,9796,
3172,13448,9828,
3264,13388,9848,
3148,13336,9804,
3184,13372,9780,
3264,13388,9592,
3256,13340,9712,
3256,13412,9700,
3328,13368,9636,
3188,13332,9740,
3236,13332,9752,
3304,13340,9864,
3256,13416,9864,
3276,13340,9812,
3264,13356,9712,
3244,13544,9640,
3244,13500,9560,
3208,13496,9596,
3220,13500,9712,
3352,13492,9704,
3396,13484,9820,
3328,13532,9860,
3280,13536,9744,
3340,13532,9756,
3340,13532,9748,
3368,13524,9780,
3344,13524,9700,
3344,13576,9724,
3312,13552,9724,
3360,13532,9728,
3348,13512,9708,
3296,13516,9464,
3372,13400,9572,
3300,13432,9468,
3288,13420,9448,
3180,13464,9476,
3252,13448,9480,
3240,13500,9496,
3208,13332,9432,
3148,13392,9488,
3148,13540,9564,
3100,13528,9632,
3092,13528,9644,
3092,13512,9676,
2960,13556,9676,
2972,13476,9748,
3016,13368,9860,
3008,13416,10036,
2960,13560,10052,
2792,13568,10076,
2760,13504,10184,
2792,13496,10096,
2788,13524,10088,
2796,13476,10016,
2768,13488,9984,
2888,13412,9876,
2888,13360,9816,
2832,13444,9760,
2784,13444,9764,
2804,13420,9592,
2828,13312,9508,
2752,13332,9508,
2900,13280,9504,
2880,13316,9544,
2968,13372,9352,
2972,13420,9344,
2984,13340,9440,
3196,13352,9380,
3176,13436,9312,
3248,13424,9416,
3284,13400,9404,
3388,13436,9440,
3388,13440,9452,
3548,13420,9636,
3548,13524,9636,
3608,13524,9704,
3628,13508,9672,
3624,13464,9672,
3744,13388,9708,
3828,13464,9496,
3824,13500,9652,
3892,13564,9612,
3928,13484,9828,
3820,13400,9748,
3840,13388,9856,
3760,13344,9852,
3728,13424,9724,
3728,13488,9712,
3716,13520,9776,
3716,13604,9764,
3584,13616,9852,
3496,13616,9836,
3472,13564,9860,
3492,13616,9860,
3396,13508,9852,
3360,13488,9952,
3324,13640,9808,
3268,13600,9736,
3328,13572,9752,
3224,13592,9716,
3248,13536,9684,
3172,13500,9892,
3132,13520,9908,
3196,13556,9756,
3220,13460,9656,
3220,13412,9668,
3208,13404,9648,
3168,13404,9636,
3152,13508,9820,
3088,13428,9820,
3172,13432,9784,
3132,13396,9632,
3084,13324,9740,
3116,13264,9820,
3172,13320,9732,
